reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
gp:AOqpTOFQsfcVqgGCJnIzDEyK2IX0uSiczl-z9eYws3fyjUYyRGI5l9T0TAQpOmIpsQTRPGuEI1hWgYykm4I1MjE,Crystal Zenecke,https://play-lh.googleusercontent.com/a-/AOh14Gi2Wwep_ctx9hGozxAtcieWUinkc6WqmhMZAZS25Q,"Go into your phone settings to Apps and choose ""Be My Eyes"" click on camera and allow permissions and click on video and allow permissions. Make sure it says ""No permissions denied"" also turn off ""Remove permissions if app isn't used."" This should allow the call to connect when one comes in. By default all permissions are denied.",4,6,1.6.9,2022-01-01 18:45:10,,
gp:AOqpTOEyKbVF6eplrJRjEJHt6mGqw8EQtPUrdTmpzjbtXIG0lmLUr84QqtOexoGuYdNTsOL3nuEk2i0211P3hGk,Jami McNamara,https://play-lh.googleusercontent.com/a-/AOh14Gj2FY4-un8x5tGtj4Pxr22ev7pnWTYvWFauC_ehNBs,"Great concept, but as others have mentioned when trying to answer call it just spins saying trying to connect. I recently heard of this app and downloaded it. And today 1/4/22 I got a call. But when I answered its just said trying to connect and and had that little spinning circle. Hope this gets fixed.",2,2,1.6.9,2022-01-04 20:28:46,"Hi, sometimes there can be connectivity issues either on the volunteer or callers' side. However, it happens again please send us a message with more information at info@bemyeyes.com so that we can fix the issue. Thank you for volunteering!",2022-01-20 09:10:13
gp:AOqpTOGYGvwQjk6SNE5zgApcLoIlIF4Xx_nXoCOcAFODyIBoyzDGrAt8h71me4qR_UkuJM50YH3a3Lwc_7banu4,Esays Goog,https://play-lh.googleusercontent.com/a/AATXAJwmwdvsCtMs2KozQdhNfQ7EkPw-e8h4l2yqWFOb=mo,"Impossible to answer calls from lock screen. Every time I answer and authenticate with my fingerprint, it said another volunteer had answered the call. It happens even when I have answered almost instantly. I have not been able to help anyone since I installed this about 3 months ago",1,15,1.6.9,2021-12-19 13:50:14,,
gp:AOqpTOFmwkhDNmkrYWtYTHJUMbZWGjnE2HbICD9aHlpOitsmabwSdt9UL6MHaZ53J9o9KyRKkxmJKdVpeUo-AWY,Jaimie Scott,https://play-lh.googleusercontent.com/a/AATXAJz8ALFgWhbt_Lsb7ElGUn-ImqByyIKDCl3EIj4Y=mo,"My calls are not connecting!! I've been contacted at least 3-4 times now and the call won't connect! I have had 2 calls that HAVE gone through, but there is definitely a connection error going on.... Please fix, I WANT to help!!",2,1,1.6.9,2021-12-13 01:29:22,,
gp:AOqpTOGJVOPgpI6gbaRlOc4RaALEal3QN3uVBkiu-RGXJx5jkxJmNBbHC7cc2u-pXGK-lq2MBYZBLC0eIrMlqUQ,Akhil,https://play-lh.googleusercontent.com/a-/AOh14GjvkL-UpzeCck6Jo22rbm6K9N5NosAiR5HGG-IAGdw,"What just happened? When I clicked on the screenshot that was clicked within the call, app got closed. Need to fix that quick.",3,1,1.7.2,2022-02-19 06:55:15,,
gp:AOqpTOHVeHLammm3IvehV1dJnDIt_QM8JhzcFE5osal72iEbDsJ9pWQxmqsMQDU-koeUHztpEC8HK2Yer1FBZ8A,tammi cooke,https://play-lh.googleusercontent.com/a/AATXAJw96V-A2ZEiARVEa0rj32eNKTHILVoZcAG_U3B3=mo,"No matter how many times I tey to answer a call, they never connect. It is a great idea, but when it doesn't work on my end, it makes me sad. Yes, I have Uninstaller, reinstalled, updated, and everything else I have been told to try.",2,2,1.6.9,2021-12-31 14:17:01,,
gp:AOqpTOGnB9Ac59ujnyM9kROTpOkQq27a9clkMPd72MRI-Sz7RVR6vIehlIjCZVOF3S2MvFBzqo5F0kG4m7_TrDE,Nonbinary Cactus,https://play-lh.googleusercontent.com/a-/AOh14Gi08D9w6pJYulDtZekzOWd5yiZG8Ii8uHMLuk9bqw,"Got my first call and was very excited. It got stuck on the ""trying to answer call"" screen for a long time. My wifi is fine so it was really sad to think that I couldn't help the person because the app wouldn't load it",2,6,1.6.9,2021-12-13 22:44:31,,
gp:AOqpTOFAH3MUIE9XhggchzGZ3SVeBU0ytUjYGll4dfb30438N4lb4HWVPEb9gdGOeCTtSi5k2RuuH3ZPKs9frx4,Donald Gray,https://play-lh.googleusercontent.com/a/AATXAJwsq-6gNFIpfVyGHmbWp0rgl2UuPXNjVLg6E_0=mo,Sorry your app doesn't work. Twice both my wife and I have been called. On all four occasions the app failed to connect to the caller We can only hope those in need of help found it! A little galling because I promoted the app on a Facebook page and Whatsapp group dedicated to blind and partially sighted persons!,1,4,1.6.9,2022-01-13 13:10:18,"We sincerely apologize for the troubles you've had with the app. We'd be happy to take a look into this for you, please contact us at info@bemyeyes.com. Thank you.",2022-01-18 09:35:02
gp:AOqpTOGAsBrY7J2r5j_MN-YlZl5BsEgedOckhYdX_J5aXkCWc-6B8QEdyFUzbLQTkdZTH50PIhFSMvCqJ09_6XQ,Nada Ze,https://play-lh.googleusercontent.com/a-/AOh14GhP5QHoIEb9wS0Jj-dKeiTVjZYaw6PCvZiWs7KNGA,"Just received a call, audio was perfect, but could not see anything, the screen was black, felt so bad was not able to help the person because of that!",2,2,1.6.9,2022-01-10 12:48:46,We're so sorry to hear this! Could you please send us more information by sending us an email at info@bemyeyes.com? Thank you so much and I hope we can fix this problem soon!,2022-01-10 12:37:21
gp:AOqpTOGUQvnU0Kb-cOKOB5O2itiMqyJ-tfzZn3pZrDehwob0m_vVC9KYGYkS28_lgMs0fMtYAAh8QT9szX_ANPI,Staci Amato,https://play-lh.googleusercontent.com/a/AATXAJxyRxyMVrFo2-3bh8AnmFkJxI0HPSu2moOCjuf2=mo,I have been a volunteer since Nov 2021. I was able to answer my 1st call today. Such an amazing experience and what a fun way to help!,5,1,1.7.1,2022-01-22 02:13:51,,
gp:AOqpTOEN5KGaLBI4yty3tGI7FJVvcRcKJwYCQGLarD9tLQGnNLiVm_g76wMLf5zaYI4VDLRO98F5dNQwyM6pEHA,MOXIE,https://play-lh.googleusercontent.com/a-/AOh14GiEx-E6EbN6cKeUwOlwSrb7M-GULXfnWIN11D5iLMU,I love the idea of this app. I downloaded it about a year ago. I got my first call about a month ago (in an area with great wifi) but the call wouldnt go through. I was very dissapointed- I'd really love to be able to help someone.,3,1,1.6.7,2021-11-26 05:04:19,,
gp:AOqpTOHj5eB5GQpwSbRkQAAh50x7u72kgC4uGsd6OSk1pVVh7a_05rwmw2o5ZX-Aixu9taPuYYgKmE1uVwvo2I4,K. Johnson,https://play-lh.googleusercontent.com/a-/AOh14GhtU1VQVoy9rFAXop0qwzDLf2NzXpzAImpPbYqyV8s,I really wanted to be the eyes for someone but the call did not connect. It kept saying trying to connect and then the circle keeps going around and around and around. Please fix this issue because now I feel bad and I'm wondering if they did receive help. 🥺,2,75,1.7,2021-12-19 01:08:32,,
gp:AOqpTOHpjFCrDP3-fugmC1dcy4b2GgsIlOCv6Yy9u9Vpa1ZyG3EngZRUS4vI6kX-T0YrBNElA_ZOcLbvtf6CMlI,Arthi A,https://play-lh.googleusercontent.com/a-/AOh14Gj4z5iEN1Mt_TSzum_UaiS2oMJoZrTTPZ1AFJO1BA,"One time, a male asked me whether his trimmed beard is good or whether it requires further trimming. He doesn't seems to be a blind person. I was unable to process that if it's appropriate to ask so . I replied ""yes"" and then called off. After the call, I wasn't able to ""report the issue"" which is a option given to choose after a call.",1,0,1.6.7,2021-11-30 11:13:05,,
gp:AOqpTOFvdmw4F_h_kZrL5-nXT5Coy8egdk-gchxYuOjZoij52aHK8tVxhDZlZWzOe0Lqk5J8SvJvE2vo7oarQqg,Mary J,https://play-lh.googleusercontent.com/a/AATXAJyCB19cPnLOVIAAagO9Dxe1QD55_SvUV8yKy5jt=mo,I love this app and have been using it for a few years. I upgraded my phone and the app no longer works though. Not sure if there is something I can do to make it work with my phone.,5,0,1.7.2,2022-02-14 02:35:27,,
gp:AOqpTOFnMPA_vQlf8nRysNqNDPu-34WsZjOLin-kHYiDJOGSnHCf95xMZSG7xbhaXmqWZx96e6uFDr5bAQN0xV4,Kristina Kagramanyan,https://play-lh.googleusercontent.com/a-/AOh14GhucUAWKbQCrI5F3u00sZxWM7Bw3VOIJXtOMZvO,"Could not connect to a single call although my internet connection is stable and other apps are working well as usual. Could not provide feedback in the app itself either. The screen froze every time I clicked on the Feedback button. Overall, a great initiative and I wish I was able to connect to callers and help out the community.",1,3,,2021-10-26 21:23:26,,
gp:AOqpTOGuafNHySc3hDgdhHTVU55dGOyqE1Bx-C1CeDjbqv9DCvigemsBWTEKKGdiRArc5XgZh2bsxjVZEs0iCcc,Aniket Wadkar,https://play-lh.googleusercontent.com/a-/AOh14Ghv0gUDVScPSkyHPiIsO0hy9dgOPFvlwGQ57F_p,"Extremely helpful app for blind people. But while incomming call, the call page is not appearing to receive the call, I need to navigate to the app to receive the call. This is happening since I upgraded to new phone Samsung Galaxy M52, Android 11.",5,10,1.7,2022-01-17 05:12:36,"Hi! So sorry for the trouble, sometimes glitches can occur. Can you please send us some more information at info@bemyeyes.com so that we can investigate further? Thank you!",2022-01-19 09:39:50
gp:AOqpTOHVYPZKnFfChy8RQcfzD3VFNjiBY7x6O3yqFBwsFR_MPBRviNgku0ZXubHHknO4Q5JNhz1gkBA08PEZHSY,Bella G,https://play-lh.googleusercontent.com/a/AATXAJyEp-Tj0asGive34FyAyK7fevU9iTSKg_cRfHlm=mo,It worked well in the start but lately I always have to give access and doesn't work.. tried reinstalling but still,3,0,1.7.3,2022-04-07 08:12:52,,
gp:AOqpTOEm8GlMj2RGj1pPDYrzxuEL6b8X_gFG1W0Swdd8Zpl8OU5xxAzZxGbtsn8UQKZRaGCYvspfSb2vLQB5D_M,Hema Shastri,https://play-lh.googleusercontent.com/a-/AOh14GgrwtUB63-U1_DD7NWquJRHXj1Pj5h6NvX_xqLb,"I just installed this app now. But I am still thinking how this app works because a blind person anyways requires someone's help to pick up a phone, go to an app and call someone so what's the point in calling someone else when there is already some helper available. I mean I don't know please correct me if I am wrong.. I am very stupid at times so I am not able to understand how this is works.",5,5,1.7.2,2022-03-09 15:45:44,,
gp:AOqpTOGcScvtms7hOH64MLYkuvtJVaj09JIOyQ4M-No0igPW2NkDHUB2SIJREJhoE4BVgJqlGTcCvy5FeZTPC6o,Kay Electric,https://play-lh.googleusercontent.com/a/AATXAJyULE5xI1ouVFIjECemJrdn1yl0AEr6mC1AL1W0=mo,I don't really get this application it's not really been helpful to me and I am not saying that it won't however it keeps saying that no devices are recognised that isn't true as I just received a message saying that my other device is connected. I have read reviews about be my eyes and since my vision is getting worse I'm trying to prepare however it should show you more you can do with the app to help you include links and if that fails then I think you should recommend some sort of help kelda,1,13,1.6.7,2021-11-03 23:56:58,,
gp:AOqpTOG8-RIgvWpa-rFjkQgaJs2JrmOQUIg5jH1RmLhmN3I2274-IvkTI0QNEZuIbAzT1k87KwNFm5VhvFO_E1c,Forrest B,https://play-lh.googleusercontent.com/a/AATXAJxG7u3VAboZu4E9ySaF1UuL7jXWk7zUP-eeEzwH=mo,This app is just amazing and a loving idea/thing from the makers. It is great to see a thing like this from people that care in a world that seems to be going downhill nowadays. It is always a great sight to see love being upheld when we have the free will to do otherwise. Thank you so much Be My Eyes team!,5,3,1.6.9,2022-01-04 22:12:31,,
gp:AOqpTOHbWxc5Bvm06MfmXZj4FF-zB5CJj5tzn-NzWaiuQucr7LZ-Chdy_F6iJ9hs-e7WhClQnYSMobn-8GNKpH4,Ntombifuthi Vilakazi,https://play-lh.googleusercontent.com/a/AATXAJy_b3OfmXViEye8uAE6mfx3XKliQ0dJyEkN2-1x=mo,"The app is literally my eyes,, the volunteers are amazing they even know me now. and also patient with me the app is just one of the best",5,0,1.7.2,2022-03-02 10:48:53,,
gp:AOqpTOFQW_uirwx6Qe1Lja3LHQ3toR0TH-MLOv64jzeFpMed1DdBC3_HcnVzIUzg-n2HyGxlYxhQmUIPKMSHPo0,Mohamed Fadlalla,https://play-lh.googleusercontent.com/a-/AOh14GjZ0CaxxokArsKN0Ej50HfBl2ad2MZMRVqaXDYEhA,"I like the idea of the app but there's alot of technical issues, sometimes the call suddenly stopped, or I can't pickup the call as well.",2,7,1.6.7,2021-11-21 11:04:47,,
gp:AOqpTOHayf3qwxbo07MX0Ve03bE6j7Ezm9STsC1JLs25jm7Trr3-2JU_qKW4tru1n9n1qEp7CcbzBG_KcY-EGYg,Sam Katz,https://play-lh.googleusercontent.com/a-/AOh14Gjr9sUDLBcsEC7ZX1ki87cDyNWKJY5jGDR1nmtk9E0,"Awesome idea, if it worked. I have only ever been able to answer one call and the video didn't work so I couldn't help. I just had a call come through but it sat at 'Trying to Answer's for about 10 minutes. How can I get it working so I can help? Thanks ——— Please do not delete the details below. Be My Eyes Version 1.6.7 (103) s - 9385d172-b92d-4318-8c7b-08fd66bdcb26 Samsung SM-G965U1 - Android 29;REL ———",2,49,1.6.7,2021-11-09 14:20:53,,
gp:AOqpTOELPlDbBthTTtEPRHLsMCWNXBwxxd7xxZQx5txO9BFdWemiJVh05wxG2rv8AaQ_HdSUO3zNb486CHv9wFY,Aravind Pisapati,https://play-lh.googleusercontent.com/a-/AOh14GhV3r2KfgDkdIepTyOPPnFBXzhIqT5u_e8QUjQNWQ,"Great app, however the button that is used to report issues just doesn't work. Please fix that so I can actually report problems",3,6,1.7.2,2022-02-26 09:08:35,,
gp:AOqpTOGvy4txXNjcQr6bz6Jc4ssAVSCqvfE273xK5L336wb6qUBnVr95jIus-5FTpMlAqITVT7it8KZPfwb9UTw,Yu H,https://play-lh.googleusercontent.com/a-/AOh14GhcG0aqvUUJKOkR0oh9sDVcqhvCjd7FXSVcygMJog,"Great concept, however when I've answered calls, the video quality was quite poor so difficult to help as quickly as I'd like in some cases!",5,13,1.6.7,2021-11-14 17:40:52,,
gp:AOqpTOH9KrF6q0JfOVxNUT9wcGvDPYnUxccb-YRcmhj1I0B8f6K6AtBpsGqAuxOhzmzAy8Q23PBU-OOWSEG-Wzs,Alexandria Ijeh,https://play-lh.googleusercontent.com/a/AATXAJx0Jn65_Q5AB5Pv8yVqQ4FWh1fd3oNIXKIqK6DH=mo,So I downloaded this app last night and I literally just got my first call however it just continuously was loading and never would load it was extremely frustrating for me however I can only imagine how frustrated the person on the other side of my screen is. PLEASE FIX THIS OR DISCONTINUE THE APP.,1,3,1.6.7,2021-11-21 16:42:27,,
gp:AOqpTOG3epqIkAwbgF_HOpcmctJGKBaoYMb-Q6nh38jXUkfMGjSZ15DEf6MUASyNZp5FFIrzCsSEaIuDxe1N7VU,Pink Pearl,https://play-lh.googleusercontent.com/a-/AOh14GgiJ7IiGp5xWZ9eZyH3XykLqIYdfTyAPDl8nzZj,"Wonderful idea but for some technical glitch when I get a call it never rings so I don't understand when I get a call. Only when I open the app I get to hear a ringtone. It's not possible to always keep the App Page open. Also, sometimes even if it rang twice & I received the call it shows it's been attended by someone else. Please sort it out",1,49,1.6.6,2021-10-18 05:50:16,,
gp:AOqpTOHri2c_7QfTBWQ1vcSvYX6yjHSEUCKrNtgATn4rCukrvGWB7gN7Npteor--cdTndPjU95wDT9NPbQeqD6Q,Chen Tingjie,https://play-lh.googleusercontent.com/a-/AOh14GhzZIg0j4WJ79EPvPu8GgsPA8ffbTEpDg779ebkWxo,"Its a brilliant app, Anticipate to be able to assit and help the needy people.",5,0,1.7.4,2022-04-05 17:33:56,,
gp:AOqpTOFlf-jLWU9LphPsoPbsJvD7JRcTlaK1ATHDWMuCun6RH6utueftH96FTxijVu4sXkzCAwuKOop76J70Fe4,Chick Zee,https://play-lh.googleusercontent.com/a/AATXAJwOgU2D85U6uR6TQLHOoexg0n1HyIlcrYg_GcXx=mo,"As a sighted user, very convenient and intuitive to use.",5,0,1.7.2,2022-03-15 04:14:32,,
gp:AOqpTOG_hOHiN2Y-2OYVwdnCkUQqHcXKrGPgL6BM3u3_f53-nPgFfedO4tcpI-V8OZdUS5vIwjzjdOxYt8XzFT8,Brian Arias,https://play-lh.googleusercontent.com/a-/AOh14GhZwgHFmttmvAWzU_F5LFrY1PrnfLaABIELGsoWVGE,I have received many calls but unfortunately none of them have ever connected and I have been unable to use the app for what it is meant for. Hope this can get fixed as I think the idea behind this app is great,1,1,1.6.9,2021-12-12 13:24:28,,
gp:AOqpTOEEJpd4DEhpOw-ou78NlHkPioiTtuE8mHdJyhCbNbQFdelSjFvlZRjyxxo-nkg6B-FEIDgQxnRdv-03wuw,Jas Mack,https://play-lh.googleusercontent.com/a-/AOh14Gg54FgykBbKYes5JnHjIAcX8gII-0gaLBk2vJAACQ,"It was more than a year after I signed up before I got a call. The connection was flawless. The communication was extremely clear. I was asked to read who some mail was addressed to. And if there were any lights on in the house. I told him and he turned them off it went dark it was a great conversation. I am afraid to take calls now (but I will) my color blindness is becoming a real burden for me. I'm afraid I'm gonna be asked what color something is, particularly with articles of clothing.",5,4,1.6.7,2021-11-21 04:39:38,,
gp:AOqpTOFAQnh_P2ZxdE7wU6A1W_Hkl9SWR0Eh2AdSfvRq8FR69re930VlXGsMsI6pZ8FzRxGkUNodW28lK_7G4ys,Shyanne Miller,https://play-lh.googleusercontent.com/a-/AOh14GgYKupRMfrjBGiP_3BfkJqT518hj8hWWxcz5M-b,"I got my first call today and had full signal on my cellphone. This app would NOT let me answer the call, it kept buffering for many minutes before I just had to give up sadly!",1,2,1.6.9,2022-01-02 21:49:09,"Hi, thank you so much for volunteering. We are so sorry you experienced this issue. Connectivity issues can be caused by many things, but just so we know exactly what happened, could you please send us more information at info@bemyeyes.com? Thank you so much!",2022-01-20 09:17:32
gp:AOqpTOFzj_Ztr-kGg_2OJSLETjOOkiEOer65Jr8S2r32SXHoK3C_plwi6mPYNI-6QUuofxdC9STpZ6Ukj5QdL2g,Sara A.,https://play-lh.googleusercontent.com/a/AATXAJw1jtidHQ1NbnCqvbiT-McQQMPr8b-6Toi3nWQl=mo,"Hi guys, I love the idea behind this app, but I have 2 things to add as feedback, hope this helps you: i) I've never been able to answer a single call, as it disconnects as soon as it rings, and; ii) lately the app is constantly popping up whilst I'm in the middle of using other apps, typing messages on WhatsApp, using Spotify, etc. It's really rather annoying, and it keeps re-opening even after I've shut it. Thanks for all the hard work though, good luck! :)",3,57,1.3.12,2019-10-23 09:33:05,,
gp:AOqpTOE4e-iU3T8ZO-1s0bKMsuFRnkYue7AhejisVVhca1XrLVqGoHhg_dcnvNlatyIp_eCfIN0i_yXlwXNA7cI,Sudhir Kumar,https://play-lh.googleusercontent.com/a-/AOh14Gg7o4Xt1_vFhAl7kjs6eDIxk2clREfMn5n7vpg28A,"Just received a call today after installing a month back. The app is simple and to the point, while others have mentioned connection issues, I believe it to be due to network issues at either end of the call & not due to the app. I had trouble connecting only when I moved quite away from wifi router. Happy to have helped someone, I'm sure the app has made life a bit easier for hundreds of thousands of people around the world. Wishing that more people get access to incredible use of technology.",5,107,1.6.4,2021-07-26 16:31:52,,
gp:AOqpTOHqVsGAYLov403S4fBfYumzLiEL4fOmHCy-BxzZ713jgUBRrzTuL6MaUShWM0ixWRMWPkGmurJd_CoW6Lc,Dee O'Bray,https://play-lh.googleusercontent.com/a/AATXAJxVIuydoC0HRnAQj2zEXmh82DeKwoZ4LlLXT1NJ=mo,"This is a wonderful idea. I'll never remove this app. The only suggestion I have is it would be good to be able to set active hours as a sighted person. I have to turn notifications off when i go to bed, but may not remember to turn them back on when i get up. If you could set active hours it would be perfect. Also my phone is on silent 95% of the time. I'd love to be able to set this app to still ring even when on silent. Otherwise this is an outstanding app, I'll be recommending to everyone",5,79,1.5.0,2021-02-25 09:23:56,,
gp:AOqpTOEn1PyEg_u4LOr_79T_3ofCj5P5rjOBcgDUNKJMD7XVfDnkINBPblFAPk6zO0bSIesi9dbVSbKOBjyCnP4,Do The Do,https://play-lh.googleusercontent.com/a/AATXAJy63mC1OQ95oINv7TGiYIujaNDID4yhFA-kneH2=mo,"Downloaded the app a year ago. I had previously had two or three failed call attempts (one or two too slow or busy, and another with either connection or user issues). Today I finally had another call and it was successful. It certainly helps to know several languages and indicate it on your profile, that way you're open to more people. And another review mentioned the app needed to be open to receive calls but that's not the case, unless that was changed in an update at some point. Excellent.",4,39,1.3.21,2020-08-25 22:26:00,,
gp:AOqpTOH_XrLIvvOu0zJxEa9WYn611LQoxej7qDxpkDhlQAr-GsMFv4Li-pF4Uvb1fYdWWhq2EAH7wbqP0-yY7Nc,xJuno,https://play-lh.googleusercontent.com/a-/AOh14GgU07hFF5QbjDbuKfj5FwnJBzWn_6NLWM0XYjWjkA,"i really love the idea behind this app! i've just downloaded it and one of the first questions was wich of the two i am, a volunteer or a visually impaired person.. i think it would be nice to choose both. i have terrible eyesight without my glasses(-10 and distortion) so if i don't know where my glasses are, i'm screwed. would be nice if i was able to volunteer but also receive help if needed.",4,100,1.3.12,2019-10-16 18:10:38,,
gp:AOqpTOECipHiBJJSIZ72ijIeNZmjKTuwkokVJOk3qxKGQxrCc__fSoDJmVNW5hPj9fUgIatQjn8uMGoiBIzOB6c,tom reid,https://play-lh.googleusercontent.com/a/AATXAJzrf79kW91_e2cbr6UKU3994VbnAhBkmpGfkc6P=mo,"A brilliant, simple idea, tech at its most useful. I'm totally blind with friends and family but even so I feel an increased sense of independence with the app. It is potentially even more useful for a blind person on their own. I've had help to sort food packages, tins, get my tele started. I'm constantly pushing my sighted friends to sign and I'm winning. For any potential volunteer, you can't overestimate the importance of the time you are giving, a minute from you and you can free a log jam.",5,106,1.3.2,2019-03-25 06:56:57,,
gp:AOqpTOHACSSf3qOKXoc8JPFExH41twxlF8iIcNkOk5C5owWgEBosANDd0Uj0luWf1wef6nl5CrKOp5Y9x6Q5C_g,Anubha Agarwal,https://play-lh.googleusercontent.com/a-/AOh14Ggm00e_bSPGZODjQy4jcNsdPSLscPfanBZeX_5j5NY,"I love and cheer for what the app makes possible. It is uplifting to be able to help. However, the technical support needs to be bolstered, for instance the feedback options after the call should be more nuanced and allow open ended responses. It could help improve the call experience and improve technical prowess of the app.",5,24,1.6.4,2021-06-03 09:51:41,,
gp:AOqpTOECPg4GatPZqmNlHv6ub09ONwAB2yjPC5rkOiAcHVMwRQYkUlP6mBIobf_yEcSg8KBTWlgk9mvqJWzUmMs,Matthew Taormina,https://play-lh.googleusercontent.com/a/AATXAJxO-9M4YX2cX5UCcDXfdsASult9GxTRlgu6Hued=mo,"The app is a great idea, but lacks essential features. There is no available/busy status. Can only go offline by logging out. It is pointless to contact someone who's unavailable. I recommend a 3 status system. On call ( prioritize to me), available (regular priority), busy (no call requests). I recommend creating PC version, perhaps a web portal. Computer screens are better for video and better assitance could be provided. Perhaps have an volunteer operator style setup option.",4,473,1.3.14,2019-12-24 03:11:56,,
gp:AOqpTOFot7B1Ki7HtW7pF5oaF_guxdKIQLv_NxfJC8KUKT66rjYJ7JxXmt6AtyLejX4u_gKnudobwct20eqGrhQ,Guilherme Zanetti,https://play-lh.googleusercontent.com/a-/AOh14Gj_qXfqKosibX51JhlXlwsfEY8lo63CD31m4F71mQ,"Just answered my first call today and it felt so good! I helped a vision impaired lady count money and I felt really helpful. I loved the experience and I'm looking forwards to help more people.The app is pretty simple and straightforward, as it should be. Before receiving calls, you have to active them through watching a tutorial. It does support multiple languages, which is great. It's so nice to make some difference on people's lives, as little as it may seem. Be My Eyes is a must-have.",5,193,1.4.4,2020-12-10 15:41:04,,
gp:AOqpTOEy5D2oQsQBk00yNqw7XG4PeuxnfMPNNCSxfcGpo037FslKtqt28BzgGsc7NucoPQOncHUWR0vVSx_yO7k,Neha Pradhan,https://play-lh.googleusercontent.com/a-/AOh14GjWukK4d36mdWSrfRIYX0zcss_XPmovJCFpClL_Wg,"Most times some other volunteer answers the call before I can. However, the couple of times that I did manage to answer, the call doesn't connect due to network issues maybe. All it shows is ""connecting""and eventually the calls get disconnected. Not sure if the problem is at my end but I'm disappointed not being able to help out.",3,22,1.6.4,2021-07-19 10:37:23,,
gp:AOqpTOHllYNeC1h_OXjBrHKEBFfLDqEcjQnqIoorjGFV9Pkowq12MIrfsUoIe-in4vdrK7aTk7IMelwtOmIulDc,Sarah Kamalzadeh,https://play-lh.googleusercontent.com/a-/AOh14GhJd9iMHoJgMEeWEYLwnVfN2RWGkFhg3wsRcZYlS9A,"I've had this app for many years and have missed two calls before finally being available to answer my third. It was a great experience, unfortunately due to internet issues the screen was very blurry. I tried to report this in feedback after the call but none of the feedback avenues within the app seem to be working. I would still highly recommend downloading!",4,66,1.6.3,2021-05-07 02:08:26,,
gp:AOqpTOEZEDhpju8xw2Lt4qJO9J_iBEJqj07BPE1_VYR6jl47xF7NWmEBwxf51w0UqGtQPGGQavSf-9TxBL-bhoM,Lavisha,https://play-lh.googleusercontent.com/a-/AOh14Gi6Y5tIchBjY4rxMHQzTaSCTTk1LVueIvMRly-mPQ,"I love this app in general. I find the concept of helping people, with them and I having access to this app easily, is honestly genius. However, I use this app for volunteer work in a foundation. The one thing I would appreciate is the option to record the call, or at least document the duration of the call. Apart from the actual call itself, the option to evidence the call would be a very helpful feature.",4,78,1.3.17,2020-06-01 12:18:06,,
gp:AOqpTOEO0hQm7j5zk44uE72K03iLaP60Z-a37BwyPhvvPNY-_JI93HEc44oSHa7tXFTmBCdxAMKEPLEfvvE0Jx0,Lana Luscomb,https://play-lh.googleusercontent.com/a/AATXAJzsEAn3nbrRtROtNtn6c9V0F3pjIpI6WjehMruT=mo,The concept is amazing and me and my kiddos were super excited to be able to help someone. When we got the call however the connection circle kept spinning and never connected. It hurts my heart knowing someone was calling for help and just left with no answer.,2,3,1.6.9,2022-01-05 19:54:20,"Hi, we apologize for any issue you might be having! Could you send details of what you are experiencing to our customer support at info@bemyeyes.com? We'll get you up and running.",2022-01-20 08:44:47
gp:AOqpTOGZLvo68ygRTws2TdQsDGoyGftSlIII-p3ytbf35y5GwicJYK6IlzOl3Ri6MBczcsu4JgkrlHhUg9HktRg,Ilia Broudno,https://play-lh.googleusercontent.com/a-/AOh14GiKj1gxW2Ew7bov8O4IIms-5-YnPS61lxkEfGP-Kg,The app seems to be focusing too much on collecting the volunteers email and getting permission to send spam. You can't start anything without giving a real email (already a red flag). And the home screen is designed to eventually get your consent to send spam. There is no simple opt out. That doesn't seem like the purpose of the app is helping blind people. It's collecting your data.,1,77,1.3.16,2020-04-24 18:41:14,,
gp:AOqpTOHJ19f9f4Zof4vKVq9LvP1JdiSRqLkoj513k6Ab8rFmAQMrN3YyeNqXUam-Ys5hQw-BAYLim-JroVHAtwQ,Barry Buckley,https://play-lh.googleusercontent.com/a-/AOh14GhRpXFIJMq-L1TJQXtfyMBphaD6xw5i-aGj99s6Dg,"Recent issues have affected this app. Although I do get an opportunity to answer a call, theapp logo just spins and it tells me it's attempting to answer the call but never does.. This needs to be corrected ASAP",3,0,1.6.7,2021-11-29 03:29:34,,
gp:AOqpTOHfa_BG2fKwADEpFls7Nk5GQwqN2Hn246yiLt2UkF2eN95GRxCyvE-BzX4Lop8tHclcrOjTd76ky85wQLs,Natalie McRae Johnson,https://play-lh.googleusercontent.com/a-/AOh14GgMhQt2WAo9yHAjz84d_RWo9xfdKc90iT22okNGGQ,"I couldn't answer the call! I was so happy to get my first call, but the ""answer"" button was unresponsive. I couldn't decline the call, either. It rang and rang until I restarted my phone. :(",2,10,1.6.9,2021-12-09 00:24:58,,
gp:AOqpTOFK0QgH8ABkC-QTVJGsFerNl-mzX6Nv5vUHDCEurcc6p-xQslKU75bPL8jEuGulahTp6O6m9i5ScYNWQeE,Anuradha Kalhari Rupasinghe,https://play-lh.googleusercontent.com/a-/AOh14GiNHAFzrZj518FPZuBY2LfPrbeO-wRhMiT2zk5s1A,Excellent App for visualy impaired people. And also as a volunteer I got a great chance to help them. I am so glad about it,5,0,1.6.7,2022-03-25 04:24:05,,
